trade_date,ticker,insider_name,insider_name_raw,title,qty,price,value,entry_price,outcome_30d,outcome_60d,outcome_90d,outcome_180d,return_30d,return_60d,return_90d,return_180d,last_updated,filing_date,filing_url,accession_number
2025-11-28,DSM,Lp Saba Capital Management,"Saba Capital Management, L.P.",10%,27875.0,5.9,164463.0,5.9,5.99759578704834,,,,2.0439963906498217,,,,2026-01-22T18:04:25.029430,,,
2025-12-01,ASA,Lp Saba Capital Management,"Saba Capital Management, L.P.",10%,9560.0,53.46,511078.0,53.46,59.66999816894531,,,,11.61615819106867,,,,2026-01-22T18:04:25.804703,,,
2025-12-01,AP,Mcbrayer Brett,McBrayer Brett,CEO,19000.0,2.58,48944.0,2.58,5.329999923706055,,,,106.58914432969203,,,,2026-01-22T18:04:26.708552,,,
2025-11-28,NRDY,Cohn Charles K,Cohn Charles K.,"CEO, 10%",80708.0,1.32,106535.0,1.32,1.0700000524520874,,,,-18.93938996575096,,,,2026-01-22T18:04:27.153553,,,
2025-11-26,SAMG,Gray John Allen,Gray John Allen,MD,21785.0,13.71,298762.0,13.71,15.229999542236328,,,,12.618523283999467,,,,2026-01-22T18:04:27.943384,,,
2025-11-26,EP,Mulacek Phil E,Mulacek Phil E,"Dir, 10%",3059.0,3.0,9177.0,3.0,2.990000009536743,,,,-0.3333330154418945,,,,2026-01-22T18:04:28.711314,,,
2025-11-26,HLF,Lhelias Sophie,L'Helias Sophie,Dir,1200.0,12.87,15448.0,12.87,13.329999923706056,,,,3.574202981399033,,,,2026-01-22T18:04:34.628734,,,
2025-11-26,PSQH,Seifert Michael Stephen,Seifert Michael Stephen,"CEO, 10%",7143.0,1.4,10000.0,1.4,1.090000033378601,,,,-22.142854758671344,,,,2026-01-22T18:04:35.301606,,,
2025-11-26,ALMS,Akkaraju Srinivas,Akkaraju Srinivas,Dir,173589.0,7.55,1310677.0,7.55,10.970000267028809,,,,45.29801678183853,,,,2025-12-31T11:26:49.052182,,,
2025-11-26,PODC,Merriman D Jonathan,Merriman D Jonathan,Dir,7373.0,2.47,18211.0,2.47,2.0999999046325684,,,,-14.979760946049872,,,,2025-12-31T11:26:49.442285,,,
2025-12-01,AUBN,Conn Walton T,Conn Walton T Jr.,Dir,200.0,24.75,4950.0,24.75,,,,,,,,,2025-12-31T11:26:49.842494,,,
2025-11-26,SHBI,Willey Dawn M,Willey Dawn M.,Dir,1000.0,17.67,17670.0,17.67,17.940000534057617,,,,1.5280166047403252,,,,2025-12-31T11:26:50.300040,,,
2025-11-26,GTE,Equinox Partners Investment Management Llc,Equinox Partners Investment Management LLC,"Dir, 10%",4100.0,4.36,17876.0,4.36,4.150000095367432,,,,-4.816511574141483,,,,2025-12-31T11:26:50.686184,,,
2025-11-28,KCHV,Sc Capital Sponsor Llc,Sc Capital II Sponsor LLC,10%,255000.0,10.0,2550000.0,10.0,10.140000343322754,,,,1.400003433227539,,,,2025-12-30T11:27:50.331311,,,
2025-11-26,MNTR,Billingsley Chester,Billingsley Chester,"CEO, 10%",1700.0,0.1,170.0,0.1,0.0799999982118606,,,,-20.00000178813935,,,,2025-12-30T11:27:50.718868,,,
2025-11-26,INSE,Weil A Lorne,Weil A Lorne,"Exec COB, 10%",50000.0,8.11,405500.0,8.11,9.510000228881836,,,,17.262641539850023,,,,2025-12-30T11:27:51.103352,,,
2025-11-26,ACON,Ness Brent,Ness Brent,CEO,10.0,6.2,62.0,6.2,5.389999866485596,,,,-13.064518282490395,,,,2025-12-30T11:27:51.494213,,,
2025-11-26,SAIA,Epps Donna E,Epps Donna E,Dir,422.0,277.6,117145.0,277.6,331.0199890136719,,,,19.243511892533085,,,,2025-12-30T11:27:51.884706,,,
2025-11-26,FCNCA,Holding Frank B,Holding Frank B Jr,"COB, CEO, 10%",135.0,1629.67,220006.0,1629.67,2180.47998046875,,,,33.79886605685506,,,,2025-12-30T11:27:52.417579,,,
2025-11-28,GXO,Cooper Todd C,Cooper Todd C,Dir,6000.0,50.59,303540.0,50.59,53.060001373291016,,,,4.8823905382309,,,,2025-12-30T11:27:52.804876,,,
2025-11-26,GLP,Global Gp Llc,Global Gp LLC,General Partner,3495.0,44.03,153896.0,44.03,42.58000183105469,,,,-3.293205016909638,,,,2025-12-30T11:27:53.250048,,,
2025-11-26,CBZ,Lakhia Brad S,Lakhia Brad S.,"SVP, CFO",2060.0,48.51,99931.0,48.51,52.93000030517578,,,,9.111524026336392,,,,2025-12-30T11:27:53.632606,,,
2025-11-26,QDEL,Wilkins Joseph D,Wilkins Joseph D Jr.,Dir,370.0,27.96,10343.0,27.96,29.299999237060547,,,,4.792558072462612,,,,2025-12-30T11:27:54.011884,,,
2025-11-28,GSHD,Miller Mark,Miller Mark,"Pres, CEO",5000.0,72.34,361700.0,72.34,75.23999786376953,,,,4.008844157823511,,,,2025-12-30T11:27:54.410347,,,
2025-11-26,GPUS,Ault Milton C,Ault Milton C III,"Exec COB, 10%",1000.0,0.29,294.0,0.29,0.2199999988079071,,,,-24.137931445549267,,,,2025-12-30T11:27:54.793435,,,
2025-11-26,MLP,Case Stephen M,Case Stephen M,"Dir, 10%",2509.0,15.48,38835.0,15.48,17.350000381469727,,,,12.080105823447845,,,,2025-12-30T11:27:55.184739,,,
2025-11-26,EONR,Williams Mark,Williams Mark,"VP of Finance, Admin",25000.0,0.43,10698.0,0.43,0.3869999945163727,,,,-10.000001275262166,,,,2025-12-30T11:27:55.573168,,,
2025-11-26,UFI,Langone Kenneth G,Langone Kenneth G,"Dir, 10%",11750.0,3.49,40963.0,3.49,3.380000114440918,,,,-3.151859185073989,,,,2025-12-30T11:27:55.997742,,,
2025-11-28,ABR,Green William C,Green William C,Dir,12800.0,9.02,115456.0,9.02,7.829999923706055,,,,-13.192905502150165,,,,2025-12-30T11:27:56.441800,,,
2025-11-26,JNJ,Morikis John G,Morikis John G,Dir,1250.0,206.15,257688.0,206.15,207.6300048828125,,,,0.7179262104353599,,,,2025-12-30T11:27:56.968068,,,
2025-11-28,SELF,Winmill Co Inc,Winmill & Co. Inc,"See ""Explanation of Responses""",6404.0,5.17,33082.0,5.17,5.130000114440918,,,,-0.7736921771582584,,,,2025-12-30T11:27:57.424796,,,
2025-11-28,SRBK,Mustard Robert Kenneth,Mustard Robert Kenneth,Dir,200.0,15.38,3076.0,15.38,,,,,,,,,2025-12-03T11:45:51.620394,,,
2025-11-28,ELA,Deluca John Garrett,Deluca John Garrett,CFO,90.0,11.78,1060.0,11.78,,,,,,,,,2025-12-03T11:45:51.625787,,,
2025-12-01,DLPN,Odowd William,O'Dowd William IV,CEO,2950.0,1.67,4924.0,1.67,,,,,,,,,2025-12-03T11:45:51.631227,,,
2025-11-26,MNR,Ward Tom L,Ward Tom L.,"See Remarks, 10%",40000.0,11.63,465200.0,11.63,,,,,,,,,2025-12-26T11:26:43.725936,,,
2025-11-25,FSSL,Chandler Gregory P,Chandler Gregory P,Dir,7460.0,13.35,99591.0,13.35,,,,,,,,,2025-12-26T11:26:44.099378,,,
2025-11-25,TPVG,Srivastava Sajal,Srivastava Sajal,"Pres, CIO",79868.0,6.4,511129.0,6.4,,,,,,,,,2025-12-26T11:26:44.507538,,,
2025-11-25,TPVG,Labe James,Labe James,CEO,79868.0,6.4,511129.0,6.4,,,,,,,,,2025-12-26T11:26:44.827768,,,
2025-11-26,FROPX,Ripp Ryan,Ripp Ryan,"CFO, Treasurer, Secretary",3070.0,16.29,50000.0,16.29,,,,,,,,,2025-12-26T11:26:45.185108,,,
2025-12-01,AVBC,Ball James N,Ball James N,Dir,5000.0,16.13,80656.0,16.13,,,,,,,,,2025-12-03T11:45:51.664421,,,
2025-11-26,ALG,Hureau Robert Paul,Hureau Robert Paul,"Pres, CEO",304.0,163.48,49697.0,163.48,,,,,,,,,2025-12-26T11:26:45.585913,,,
2025-11-24,BOTJ,Jamerson Phillip C,Jamerson Phillip C,Dir,1114.0,16.73,18642.0,16.73,18.68000030517578,,,,11.655710132550992,,,,2025-12-26T11:26:45.996766,,,
2025-11-28,RCG,Stahl Murray,Stahl Murray,"Pres, Co-Portfolio Manager, 10%",1134.0,2.59,2937.0,2.59,,,,,,,,,2025-12-03T11:45:51.681371,,,
2025-11-25,HRGN,He Junli,He Junli,CEO,3000.0,1.7,5100.0,1.7,,,,,,,,,2025-12-26T11:26:46.374116,,,
2025-11-25,SCKT,Lazarev Ivan,Lazarev Ivan,Dir,16279.0,1.3,21127.0,1.3,,,,,,,,,2025-12-26T11:26:46.722402,,,
2025-11-26,SCKT,Bass Charlie,Bass Charlie,"Dir, 10%",10000.0,1.33,13339.0,1.33,,,,,,,,,2025-12-26T11:26:47.066970,,,
2025-11-28,COSM,Siokas Grigorios,Siokas Grigorios,"CEO, 10%",76360.0,0.64,49000.0,0.64,,,,,,,,,2025-12-03T11:45:51.724666,,,
2025-11-28,ADTN,Santo Timothy P,Santo Timothy P,SVP of Finance; CFO,6150.0,8.02,49323.0,8.02,,,,,,,,,2025-12-03T11:45:51.730739,,,
2025-11-26,ADTN,Theodosopoulos Nikos,Theodosopoulos Nikos,Dir,12859.0,7.81,100429.0,7.81,,,,,,,,,2025-12-26T11:26:47.442434,,,
2025-11-28,TPL,Horizon Kinetics Asset Management Llc,Horizon Kinetics Asset Management LLC,10%,1.0,867.31,867.0,867.31,,,,,,,,,2025-12-03T11:45:51.742477,,,
2025-11-28,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",22.0,27.23,599.0,27.23,,,,,,,,,2025-12-03T11:45:51.748354,,,
2025-11-26,TRST,Lucarelli Lisa M,Lucarelli Lisa M,Dir,200.0,42.69,8538.0,42.69,,,,,,,,,2025-12-26T11:26:47.831235,,,
2025-11-26,OTH,Gonnelli Robert Rosario,Gonnelli Robert Rosario,Dir,10000.0,3.5,35000.0,3.5,,,,,,,,,2025-12-26T11:26:48.177113,,,
2025-11-28,CZFS,Guillaume Stephen J,Guillaume Stephen J,SVP,16.0,53.1,850.0,53.1,,,,,,,,,2025-12-03T11:45:51.766359,,,
2025-11-28,KTTA,Steinman Lawrence,Steinman Lawrence,Dir,133333.0,0.75,100000.0,0.75,,,,,,,,,2025-12-03T11:45:51.772364,,,
2025-11-28,KTTA,Marques Tiago,Marques Tiago,CEO,33333.0,0.75,25000.0,0.75,,,,,,,,,2025-12-03T11:45:51.778391,,,
2025-11-28,KTTA,Dumesnil Simon,Dumesnil Simon,Dir,33333.0,0.75,25000.0,0.75,,,,,,,,,2025-12-03T11:45:51.784379,,,
2025-11-26,DGICA,Donegal Mutual Insurance Co,Donegal Mutual Insurance Co,10%,5000.0,20.25,101270.0,20.25,,,,,,,,,2025-12-26T11:26:48.546731,,,
2025-11-26,ALIT,Lopes Robert A,Lopes Robert A. Jr.,Dir,10000.0,2.39,23899.0,2.39,,,,,,,,,2025-12-26T11:26:48.898348,,,
2025-11-26,ALIT,Massey Richard N,Massey Richard N,Dir,100000.0,2.33,232500.0,2.33,,,,,,,,,2025-12-26T11:26:49.218238,,,
2025-11-26,ALIT,Schriesheim Robert A,Schriesheim Robert A,Dir,42098.0,2.38,100189.0,2.38,,,,,,,,,2025-12-26T11:26:49.538215,,,
2025-11-26,SUNC,Jennings Michael,Jennings Michael,Dir,1000.0,52.0,52000.0,52.0,,,,,,,,,2025-12-26T11:26:49.885196,,,
2025-11-26,SND,Whelan Ronald P,Whelan Ronald P,SEE REMARKS,7658.0,2.92,22385.0,2.92,,,,,,,,,2025-12-26T11:26:50.233352,,,
2025-11-26,NRDY,Cohn Charles K,Cohn Charles K.,"CEO, 10%",144783.0,1.25,180979.0,1.25,,,,,,,,,2025-12-26T11:26:50.577183,,,
2025-11-28,MAIA,Vitoc Vlad,Vitoc Vlad,"CEO, 10%",72000.0,1.11,79849.0,1.11,,,,,,,,,2025-12-03T11:45:51.833430,,,
2025-11-26,MAIA,Luput Cristian,Luput Cristian,Dir,38145.0,1.1,41846.0,1.1,,,,,,,,,2025-12-26T11:26:50.921847,,,
2025-11-26,MAIA,Smith Stan,Smith Stan,Dir,15000.0,1.04,15582.0,1.04,,,,,,,,,2025-12-26T11:26:51.239838,,,
2025-11-26,OBDC,Reddy Neena,Reddy Neena,"VP, Secretary",7890.0,13.06,103065.0,13.06,,,,,,,,,2025-12-26T11:26:51.595092,,,
2025-11-25,DASH,Lin Alfred,Lin Alfred,Dir,514047.0,195.07,100277150.0,195.07,,,,,,,,,2025-12-26T11:26:51.972865,,,
2025-11-25,GRF,Zalenko Neal F,Zalenko Neal F.,Dir,1000.0,10.13,10130.0,10.13,,,,,,,,,2025-12-26T11:26:52.409940,,,
2025-11-25,BHC,Paulson Co Inc,Paulson & Co. Inc.,10%,2500000.0,6.25,15625000.0,6.25,,,,,,,,,2025-12-26T11:26:52.794738,,,
2025-11-26,GSHD,Oconnor John Terry,O'Connor John Terry,GC,2100.0,71.81,150801.0,71.81,,,,,,,,,2025-12-03T11:45:51.877382,,,
2025-11-25,APCX,Lord Albert L,Lord Albert L,Dir,57500.0,0.41,23347.0,0.41,,,,,,,,,2025-12-25T11:26:23.186181,,,
2025-11-25,SPRU,Steel Partners Holdings Lp,Steel Partners Holdings L.P.,10%,100822.0,4.83,486619.0,4.83,,,,,,,,,2025-12-25T11:26:23.544230,,,
2025-11-25,ENOV,Kleckner John,Kleckner John,Principal Accounting Officer,2468.0,30.32,74830.0,30.32,,,,,,,,,2025-12-25T11:26:23.903147,,,
2025-11-26,LFT,Briggs James A,Briggs James A,CFO,3200.0,1.61,5136.0,1.61,,,,,,,,,2025-12-03T11:45:51.903041,,,
2025-11-25,FSSL,Goldstein Richard I,Goldstein Richard I,Dir,11075.0,13.55,150028.0,13.55,,,,,,,,,2025-12-25T11:26:24.224710,,,
2025-11-26,FRAF,Duffey Gregory A,Duffey Gregory A,Dir,19.0,53.91,1024.0,53.91,,,,,,,,,2025-12-03T11:45:51.916017,,,
2025-11-26,ASPJX,Porcelli Francis Michael,Porcelli Francis Michael,Dir,28366.0,10.58,300113.0,10.58,,,,,,,,,2025-12-03T11:45:51.922575,,,
2025-11-26,ASPJX,Porcelli Frank,Porcelli Frank,Dir,28366.0,10.58,300113.0,10.58,,,,,,,,,2025-12-03T11:45:51.929085,,,
2025-11-25,NUTX,Bates Jon Christian,Bates Jon Christian,CFO,750.0,136.71,102532.0,136.71,,,,,,,,,2025-12-25T11:26:24.580954,,,
2025-11-26,EONR,Salvucci Joseph V,Salvucci Joseph V Sr,Dir,118237.0,0.43,50866.0,0.43,,,,,,,,,2025-12-03T11:45:51.942271,,,
2025-11-26,MBBC,Zillges Nicholas W,Zillges Nicholas W,"Pres, CEO",1075.0,11.37,12223.0,11.37,,,,,,,,,2025-12-03T11:45:51.948945,,,
2025-11-26,RFM,Llc Rivernorth Financial Holdings,"Rivernorth Financial Holdings, LLC",Affiliate of the Adviser,175.0,14.07,2462.0,14.07,,,,,,,,,2025-12-03T11:45:51.955631,,,
2025-11-26,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",24.0,27.23,654.0,27.23,,,,,,,,,2025-12-03T11:45:51.962209,,,
2025-11-26,MKZR,Dixon Robert E,Dixon Robert E,"CEO, Pres",3000.0,4.05,12150.0,4.05,,,,,,,,,2025-12-03T11:45:51.968877,,,
2025-11-26,RCG,Stahl Murray,Stahl Murray,"Pres, Co-Portfolio Manager, 10%",1134.0,2.55,2892.0,2.55,,,,,,,,,2025-12-03T11:45:51.975656,,,
2025-11-26,TPL,Horizon Kinetics Asset Management Llc,Horizon Kinetics Asset Management LLC,10%,1.0,863.45,863.0,863.45,,,,,,,,,2025-12-03T11:45:51.982417,,,
2025-11-25,DMLP,Vaughn Robert C,Vaughn Robert C,Dir,4615.0,21.41,98800.0,21.41,,,,,,,,,2025-12-25T11:26:24.962761,,,
2025-11-25,DMLP,Moriyama Leslie A,Moriyama Leslie A,CFO,3041.0,21.5,65382.0,21.5,,,,,,,,,2025-12-25T11:26:25.281959,,,
2025-11-26,BLNE,Freedman Joseph David,Freedman Joseph David,Dir,1000.0,1.85,1850.0,1.85,,,,,,,,,2025-12-03T11:45:52.002931,,,
2025-11-26,COCP,Frost Phillip Md Et Al,Frost Phillip Md Et Al,"Dir, 10%",4000.0,0.99,3975.0,0.99,,,,,,,,,2025-12-03T11:45:52.009751,,,
2025-11-25,NRDY,Cohn Charles K,Cohn Charles K.,"CEO, 10%",119242.0,1.16,138321.0,1.16,,,,,,,,,2025-12-25T11:26:25.637570,,,
2025-11-25,GCTS,Shin Hyunsoo,Shin Hyunsoo,Class II Director,16725.0,1.28,21408.0,1.28,,,,,,,,,2025-12-25T11:26:25.994272,,,
2025-11-25,ICCC,Tomsche David Scott,Tomsche David Scott,Dir,3266.0,4.76,15554.0,4.76,,,,,,,,,2025-12-25T11:26:26.349262,,,
2025-11-25,MAIA,Luput Cristian,Luput Cristian,Dir,10000.0,0.98,9785.0,0.98,,,,,,,,,2025-12-25T11:26:26.706727,,,
2025-11-25,MAIA,Vitoc Vlad,Vitoc Vlad,"CEO, 10%",10500.0,0.97,10144.0,0.97,,,,,,,,,2025-12-25T11:26:27.026106,,,
2025-11-25,GLSI,Patel Snehal,Patel Snehal,"CEO, CFO, 10%",4600.0,8.37,38502.0,8.37,,,,,,,,,2025-12-25T11:26:27.381411,,,
2025-06-20,ONMD,Yu Jeffrey,Yu Jeffrey,Chief Medical Officer,2010479.0,0.48,959586.0,0.48,0.5350000262260437,0.7609999775886536,0.8899999856948853,1.309999942779541,11.45833879709244,58.54166199763616,85.41666368643443,172.91665474573773,2025-12-23T12:08:32.204887,,,
2025-11-26,INV,Haskell Gregory W,Haskell Gregory W,CEO,10000.0,5.14,51400.0,5.14,,,,,,,,,2025-12-03T11:45:52.065383,,,
2025-11-24,NEXT,Ltd Hanwha Aerospace Co,"Hanwha Aerospace Co., Ltd.",10%,905753.0,5.71,5167887.0,5.71,5.460000038146973,,,,-4.378283044711512,,,,2025-12-25T11:26:27.780512,,,
2025-11-24,PROP,Narrogal Nominees Pty Ltd Atf Gregory K Oneill Family Trust,Narrogal Nominees Pty Ltd Atf Gregory K O'Neill Family Trust,10%,3831.0,1.7,6513.0,1.7,1.6799999475479126,,,,-1.1764736736521977,,,,2025-12-25T11:26:28.181277,,,
2025-11-24,BLND,Lp Haveli Investments,"Haveli Investments, L.P.","Dir, 10%",69934.0,3.06,213850.0,3.06,3.009999990463257,,,,-1.63398723976285,,,,2025-12-25T11:26:28.578398,,,
2025-11-26,SRBK,Mustard Robert Kenneth,Mustard Robert Kenneth,Dir,500.0,15.33,7663.0,15.33,,,,,,,,,2025-12-03T11:45:52.093802,,,
2025-11-21,NWPP,Keene Harold L,Keene Harold L,"Dir, 10%",5000.0,3.4,17000.0,3.4,3.559999942779541,,,,4.705880669986503,,,,2025-12-25T11:26:28.982087,,,
2025-11-25,FUSB,Field Robert C,Field Robert C,Dir,7005.0,13.66,95679.0,13.66,,,,,,,,,2025-12-25T11:26:29.369867,,,
2025-11-24,ELUT,Mills C Randal,Mills C Randal,"Pres, CEO",5000.0,0.6,3000.0,0.6,0.5590000152587891,,,,-6.833330790201819,,,,2025-12-25T11:26:29.767975,,,
2025-11-24,LAB,Lp Casdin Partners Master Fund,"Casdin Partners Master Fund, L.P.","Dir, 10%",7700000.0,1.31,10053280.0,1.31,1.4700000286102295,,,,12.213742642002249,,,,2025-12-25T11:26:30.185648,,,
